Name
STREPTOCOCCUS PYOGENES
STREPTOCOCCUS PYOGENES CCUG 25571
STREPTOCOCCUS SALIVARIUS
STREPTOCOCCUS SALIVARIUS 
STREPTOCOCCUS SANGUINIS
STREPTOCOCCUS SANGUINIS 
STREPTOCOCCUS SUIS
STREPTOCOCCUS THERMOPHILUS
STREPTOCOCCUS UBERIS
STREPTOCOCCUS VESTIBULARIS
VEILLONELLA PARVULA
VIBRIO ALGINOLYTICUS
VIBRIO CHOLERAE
VIBRIO FLUVIALIS
VIBRIO PARAHAEMOLYTICUS
VIBRIO VULNIFICUS
WEISSELLA CONFUSA
WEISSELLA VIRIDESCENS
YERSINIA ENTEROCOLITICA
